sub,intervention,valence,arousal,willingness,change,stay_home,mean_behavior,bfi_extraversion,bfi_neuroticism
721,threat,-134,180,100,57,82,87.2,2.6666666666666665,3.1666666666666665
721,prosocial,200,157,100,46,82,87.2,2.6666666666666665,3.1666666666666665
722,threat,-222,235,100,100,100,98,1.8333333333333333,3.3333333333333335
722,prosocial,223,233,100,100,100,98,1.8333333333333333,3.3333333333333335
723,threat,-234,132,96,1,87,93,4.5,2
723,prosocial,169,-30,98,1,87,93,4.5,2
724,threat,-199,211,100,0,99,99.8,1.8333333333333333,1.8333333333333333
724,prosocial,248,133,100,100,99,99.8,1.8333333333333333,1.8333333333333333
725,threat,-242,240,100,0,100,100,2.1666666666666665,2
725,prosocial,-68,212,100,0,100,100,2.1666666666666665,2
726,threat,-216,-205,91,0,91,81.2,2.6666666666666665,4.666666666666667
726,prosocial,248,-1,92,0,91,81.2,2.6666666666666665,4.666666666666667
727,threat,-227,214,100,0,98,99.2,3.5,2.3333333333333335
727,prosocial,128,88,100,0,98,99.2,3.5,2.3333333333333335
728,threat,-219,31,90,0,68,92,4.166666666666667,1
728,prosocial,240,144,90,63,68,92,4.166666666666667,1
729,threat,-231,224,100,0,95,98.6,2,4
729,prosocial,62,-164,100,0,95,98.6,2,4
730,threat,-222,197,96,70,90,95.6,3.3333333333333335,1.6666666666666667
730,prosocial,219,45,95,87,90,95.6,3.3333333333333335,1.6666666666666667
731,threat,-247,249,100,100,90,97,2.5,4
731,prosocial,109,159,100,100,90,97,2.5,4
732,threat,-8,215,100,87,89,92,2.8333333333333335,1.6666666666666667
732,prosocial,166,216,99,35,89,92,2.8333333333333335,1.6666666666666667
733,threat,-237,222,100,55,81,96.2,2,4
733,prosocial,181,-93,30,29,81,96.2,2,4
734,threat,-74,179,100,7,100,75.6,2.3333333333333335,3.1666666666666665
734,prosocial,184,93,100,21,100,75.6,2.3333333333333335,3.1666666666666665
735,threat,-113,106,95,5,95,94,2.5,2.3333333333333335
735,prosocial,175,40,95,20,95,94,2.5,2.3333333333333335
736,threat,-226,75,90,25,95,78,3,2.6666666666666665
736,prosocial,77,-53,90,12,95,78,3,2.6666666666666665
737,threat,-140,175,100,10,85,95,2.5,1.8333333333333333
737,prosocial,216,205,100,40,85,95,2.5,1.8333333333333333
739,threat,-235,239,60,80,59,80.2,4,1.3333333333333333
739,prosocial,138,171,57,65,59,80.2,4,1.3333333333333333
740,threat,-30,2,100,98,81,66.4,2.8333333333333335,2.5
740,prosocial,14,111,76,86,81,66.4,2.8333333333333335,2.5
741,threat,-236,3,100,61,89,97.2,4.5,3.3333333333333335
741,prosocial,54,-2,99,62,89,97.2,4.5,3.3333333333333335
742,threat,-179,195,90,25,80,87,2.6666666666666665,1.6666666666666667
742,prosocial,109,184,95,25,80,87,2.6666666666666665,1.6666666666666667
743,threat,-231,-3,100,0,80,92.4,2.6666666666666665,3.6666666666666665
743,prosocial,103,-4,100,0,80,92.4,2.6666666666666665,3.6666666666666665
744,threat,-247,250,100,0,10,56,4,1
744,prosocial,54,-152,100,0,10,56,4,1
745,threat,-215,54,100,20,51,80.2,3.5,1
745,prosocial,117,102,100,20,51,80.2,3.5,1
746,threat,-172,215,88,86,86,90.2,2.6666666666666665,3
746,prosocial,163,125,86,85,86,90.2,2.6666666666666665,3
747,threat,-240,247,100,0,95,97.8,3.5,3.3333333333333335
747,prosocial,246,247,100,0,95,97.8,3.5,3.3333333333333335
748,threat,-233,225,100,100,81,86.6,1.5,3.6666666666666665
748,prosocial,221,199,100,0,81,86.6,1.5,3.6666666666666665
749,threat,0,0,100,0,100,80,4.666666666666667,1.3333333333333333
749,prosocial,232,4,100,0,100,80,4.666666666666667,1.3333333333333333
751,threat,-149,62,100,0,90,78,1,3
751,prosocial,31,72,100,0,90,78,1,3
752,threat,-172,203,100,100,91,91,3.3333333333333335,1.8333333333333333
752,prosocial,112,203,100,100,91,91,3.3333333333333335,1.8333333333333333
753,threat,-207,216,83,74,91,89.2,1,3.8333333333333335
753,prosocial,215,-68,91,68,91,89.2,1,3.8333333333333335
754,threat,-210,55,85,0,90,83,3,2.3333333333333335
754,prosocial,219,77,90,95,90,83,3,2.3333333333333335
755,threat,-240,196,100,0,95,99,3.6666666666666665,1.1666666666666667
755,prosocial,114,29,100,0,95,99,3.6666666666666665,1.1666666666666667
756,threat,126,-22,100,21,100,86.2,1.8333333333333333,2.5
756,prosocial,242,241,100,0,100,86.2,1.8333333333333333,2.5
757,threat,-76,84,85,62,91,87.4,2,4
757,prosocial,173,69,90,68,91,87.4,2,4
758,threat,-217,48,95,4,100,84.2,3.1666666666666665,3.1666666666666665
758,prosocial,228,12,94,3,100,84.2,3.1666666666666665,3.1666666666666665
759,threat,-226,-213,100,0,95,99,2.5,2.8333333333333335
759,prosocial,180,1,95,5,95,99,2.5,2.8333333333333335
760,threat,-191,186,100,0,98,99.6,3.5,2.3333333333333335
760,prosocial,108,19,100,0,98,99.6,3.5,2.3333333333333335
761,threat,-198,62,99,100,100,95.4,1.1666666666666667,3.5
761,prosocial,200,86,100,100,100,95.4,1.1666666666666667,3.5
762,threat,-108,115,100,0,100,100,3.1666666666666665,3.6666666666666665
762,prosocial,180,115,100,0,100,100,3.1666666666666665,3.6666666666666665
763,threat,-142,168,85,29,90,93.2,1.3333333333333333,4.833333333333333
763,prosocial,-38,34,95,17,90,93.2,1.3333333333333333,4.833333333333333
764,threat,-234,229,92,92,71,83,3.3333333333333335,1.5
764,prosocial,136,189,100,90,71,83,3.3333333333333335,1.5
765,threat,-188,-183,80,83,76,68,2.6666666666666665,3
765,prosocial,208,217,75,86,76,68,2.6666666666666665,3
766,threat,-153,127,100,23,100,96,2.6666666666666665,3.3333333333333335
766,prosocial,142,-106,100,31,100,96,2.6666666666666665,3.3333333333333335
767,threat,-192,-195,95,0,95,96,1.1666666666666667,2.1666666666666665
767,prosocial,124,-10,90,0,95,96,1.1666666666666667,2.1666666666666665
768,threat,-129,123,71,70,100,100,3.3333333333333335,1
768,prosocial,194,182,72,76,100,100,3.3333333333333335,1
769,threat,-227,-2,100,0,99,99.8,3.3333333333333335,1.3333333333333333
769,prosocial,1,213,100,0,99,99.8,3.3333333333333335,1.3333333333333333
770,threat,-3,232,100,1,100,100,4.333333333333333,1.1666666666666667
770,prosocial,108,-2,99,0,100,100,4.333333333333333,1.1666666666666667
771,threat,-80,-71,100,100,100,95,3,3
771,prosocial,1,1,78,80,100,95,3,3
772,threat,-230,233,99,99,97,79.6,4.166666666666667,2
772,prosocial,240,239,99,100,97,79.6,4.166666666666667,2
773,threat,-205,220,100,0,76,95.2,2.8333333333333335,1
773,prosocial,215,-135,100,0,76,95.2,2.8333333333333335,1
774,threat,-106,154,94,4,90,93.4,3.5,2.1666666666666665
774,prosocial,198,155,100,2,90,93.4,3.5,2.1666666666666665
775,threat,-219,-240,100,100,100,100,1.8333333333333333,4.833333333333333
775,prosocial,43,-20,100,100,100,100,1.8333333333333333,4.833333333333333
776,threat,-179,201,90,0,89,95.6,4,1
776,prosocial,167,211,93,0,89,95.6,4,1
777,threat,-124,116,91,25,94,90.2,2.6666666666666665,2.5
777,prosocial,75,41,96,48,94,90.2,2.6666666666666665,2.5
778,threat,-215,72,100,17,100,95.2,2.6666666666666665,3
778,prosocial,99,71,100,0,100,95.2,2.6666666666666665,3
779,threat,-175,59,100,0,100,89.4,2.8333333333333335,2.6666666666666665
779,prosocial,234,235,100,0,100,89.4,2.8333333333333335,2.6666666666666665
780,threat,-213,216,100,100,100,98.6,2.5,3.6666666666666665
780,prosocial,201,-53,100,100,100,98.6,2.5,3.6666666666666665
781,threat,-239,207,100,0,100,89.4,3.8333333333333335,4.333333333333333
781,prosocial,201,190,100,0,100,89.4,3.8333333333333335,4.333333333333333
782,threat,-248,70,100,100,95,83,4,1.8333333333333333
782,prosocial,230,235,100,100,95,83,4,1.8333333333333333
783,threat,-185,203,91,20,85,93.4,3.8333333333333335,2
783,prosocial,187,213,100,29,85,93.4,3.8333333333333335,2
784,threat,-239,49,90,30,65,65,3.5,4.5
784,prosocial,1,8,100,75,65,65,3.5,4.5
785,threat,-242,244,100,100,100,100,2.8333333333333335,2.6666666666666665
785,prosocial,97,57,100,100,100,100,2.8333333333333335,2.6666666666666665
786,threat,-242,241,90,8,87,93.4,3,4.166666666666667
786,prosocial,167,223,100,0,87,93.4,3,4.166666666666667
787,threat,-242,164,95,7,82,91.2,1.5,3.5
787,prosocial,202,166,98,0,82,91.2,1.5,3.5
788,threat,-244,168,62,13,4,59,1.5,3
788,prosocial,224,225,32,2,4,59,1.5,3
789,threat,-248,-245,95,90,97,99.2,4.5,1
789,prosocial,243,68,93,96,97,99.2,4.5,1
790,threat,-233,135,81,63,80,63.8,2.1666666666666665,2.8333333333333335
790,prosocial,112,13,84,61,80,63.8,2.1666666666666665,2.8333333333333335
791,threat,-245,231,13,12,77,84,2.5,2.6666666666666665
791,prosocial,135,125,41,8,77,84,2.5,2.6666666666666665
792,threat,-233,223,100,100,100,100,2.6666666666666665,4
792,prosocial,66,168,100,100,100,100,2.6666666666666665,4
793,threat,-247,246,100,0,70,84,1.5,4
793,prosocial,174,205,100,0,70,84,1.5,4
794,threat,-170,179,95,9,16,77.2,3.6666666666666665,3.5
794,prosocial,20,20,92,6,16,77.2,3.6666666666666665,3.5
795,threat,-233,238,90,80,83,85,2.3333333333333335,3.3333333333333335
795,prosocial,10,96,83,76,83,85,2.3333333333333335,3.3333333333333335
796,threat,-168,-121,90,80,80,72.2,2.8333333333333335,3
796,prosocial,100,175,90,80,80,72.2,2.8333333333333335,3
797,threat,-110,1,100,0,100,100,4.333333333333333,2.8333333333333335
797,prosocial,118,-3,100,0,100,100,4.333333333333333,2.8333333333333335
798,threat,-111,102,95,2,91,86.4,1.8333333333333333,2.3333333333333335
798,prosocial,160,161,93,94,91,86.4,1.8333333333333333,2.3333333333333335
799,threat,-217,157,94,80,99,99.4,4.833333333333333,1.6666666666666667
799,prosocial,123,99,98,51,99,99.4,4.833333333333333,1.6666666666666667
800,threat,-132,182,100,0,90,97,1.6666666666666667,4.5
800,prosocial,192,62,100,0,90,97,1.6666666666666667,4.5
801,threat,-94,205,90,10,80,82,3.6666666666666665,4.5
801,prosocial,-53,39,100,40,80,82,3.6666666666666665,4.5
802,threat,-118,-216,100,90,100,98,3.5,2.8333333333333335
802,prosocial,-69,-205,100,60,100,98,3.5,2.8333333333333335
803,threat,-196,196,78,63,73,89.6,3.1666666666666665,3.1666666666666665
803,prosocial,142,141,79,72,73,89.6,3.1666666666666665,3.1666666666666665
804,threat,-170,235,96,74,95,95.4,1.8333333333333333,2
804,prosocial,185,220,95,86,95,95.4,1.8333333333333333,2
805,threat,-150,170,100,0,95,98,2.1666666666666665,3.5
805,prosocial,168,-155,100,0,95,98,2.1666666666666665,3.5
806,threat,-171,218,100,71,91,86.6,2.3333333333333335,1.8333333333333333
806,prosocial,121,130,100,60,91,86.6,2.3333333333333335,1.8333333333333333
807,threat,-177,-206,100,0,80,93.4,2,2
807,prosocial,-4,-2,100,2,80,93.4,2,2
808,threat,-237,3,100,0,100,100,3,3
808,prosocial,133,0,100,0,100,100,3,3
809,threat,-247,0,100,100,92,98.4,3.1666666666666665,1
809,prosocial,249,5,100,100,92,98.4,3.1666666666666665,1
810,threat,2,229,100,0,92,98.4,2.1666666666666665,4.166666666666667
810,prosocial,238,5,100,0,92,98.4,2.1666666666666665,4.166666666666667
811,threat,-238,152,99,59,100,98.2,2.6666666666666665,2.5
811,prosocial,188,206,99,0,100,98.2,2.6666666666666665,2.5
812,threat,1,85,100,0,100,80,4,1
812,prosocial,234,3,100,0,100,80,4,1
813,threat,-151,147,100,100,95,99,4,2.1666666666666665
813,prosocial,153,177,100,100,95,99,4,2.1666666666666665
814,threat,-220,0,100,100,98,90,2.1666666666666665,2
814,prosocial,98,0,100,100,98,90,2.1666666666666665,2
815,threat,3,231,100,100,87,97.4,3.6666666666666665,4.666666666666667
815,prosocial,236,-4,100,100,87,97.4,3.6666666666666665,4.666666666666667
816,threat,-200,38,100,0,96,89.4,2.6666666666666665,2.1666666666666665
816,prosocial,72,48,100,0,96,89.4,2.6666666666666665,2.1666666666666665
818,threat,-182,-175,95,100,95,93,3.5,1.5
818,prosocial,241,142,94,91,95,93,3.5,1.5
819,threat,-226,-186,90,92,83,96.4,4.333333333333333,2.3333333333333335
819,prosocial,-2,0,71,81,83,96.4,4.333333333333333,2.3333333333333335
820,threat,-226,222,100,0,98,97.6,4.5,1.3333333333333333
820,prosocial,114,141,100,0,98,97.6,4.5,1.3333333333333333
822,threat,-205,55,100,0,100,100,2,1.1666666666666667
822,prosocial,147,15,100,0,100,100,2,1.1666666666666667
823,threat,-101,198,100,0,97,99.4,2.5,1.3333333333333333
823,prosocial,239,168,100,0,97,99.4,2.5,1.3333333333333333
824,threat,2,-1,100,0,100,100,3,3.3333333333333335
824,prosocial,225,3,100,0,100,100,3,3.3333333333333335
825,threat,-187,185,60,0,60,86,2.1666666666666665,3.6666666666666665
825,prosocial,-87,51,60,0,60,86,2.1666666666666665,3.6666666666666665
826,threat,-218,224,100,100,100,90,2,3.6666666666666665
826,prosocial,5,223,100,99,100,90,2,3.6666666666666665
827,threat,-249,249,100,0,90,98,3.8333333333333335,1.3333333333333333
827,prosocial,248,111,100,0,90,98,3.8333333333333335,1.3333333333333333
828,threat,-221,-26,100,70,91,61.2,2,2.5
828,prosocial,244,25,100,64,91,61.2,2,2.5
829,threat,-170,231,100,0,100,100,2.5,3.6666666666666665
829,prosocial,1,167,100,0,100,100,2.5,3.6666666666666665
830,threat,-236,65,98,0,99,99.4,2.6666666666666665,4.166666666666667
830,prosocial,202,1,99,0,99,99.4,2.6666666666666665,4.166666666666667
831,threat,-177,18,100,100,85,89.4,3.3333333333333335,3.1666666666666665
831,prosocial,237,236,100,100,85,89.4,3.3333333333333335,3.1666666666666665
832,threat,3,174,100,0,100,100,3.5,3
832,prosocial,213,136,100,100,100,100,3.5,3
833,threat,-92,188,90,10,90,93,3.3333333333333335,2.5
833,prosocial,23,176,90,10,90,93,3.3333333333333335,2.5
834,threat,3,131,100,51,99,99.2,2.8333333333333335,1.5
834,prosocial,187,-4,100,90,99,99.2,2.8333333333333335,1.5
835,threat,-197,-5,98,96,96,77.2,3.1666666666666665,2.3333333333333335
835,prosocial,208,-6,99,99,96,77.2,3.1666666666666665,2.3333333333333335
836,threat,188,-150,90,0,90,97,2.3333333333333335,2.5
836,prosocial,156,-114,95,0,90,97,2.3333333333333335,2.5
837,threat,-173,211,100,0,99,98.4,2,3.6666666666666665
837,prosocial,81,207,100,0,99,98.4,2,3.6666666666666665
838,threat,-241,138,100,0,100,95,1.1666666666666667,3.8333333333333335
838,prosocial,242,131,100,0,100,95,1.1666666666666667,3.8333333333333335
839,threat,-240,5,90,0,70,77,2.3333333333333335,4.166666666666667
839,prosocial,246,-1,90,2,70,77,2.3333333333333335,4.166666666666667
840,threat,-148,153,95,100,96,96.8,3.5,2.1666666666666665
840,prosocial,162,124,95,94,96,96.8,3.5,2.1666666666666665
841,threat,-204,12,93,1,90,77.2,4,2.5
841,prosocial,170,-15,95,4,90,77.2,4,2.5
842,threat,-109,1,100,100,100,100,3.8333333333333335,2
842,prosocial,230,1,100,100,100,100,3.8333333333333335,2
843,threat,22,-164,100,10,77,83.6,2.8333333333333335,1.3333333333333333
843,prosocial,51,-188,100,7,77,83.6,2.8333333333333335,1.3333333333333333
844,threat,-241,-30,100,0,100,99.2,2.3333333333333335,3.3333333333333335
844,prosocial,2,-184,100,0,100,99.2,2.3333333333333335,3.3333333333333335
845,threat,1,95,100,0,90,89,4,1
845,prosocial,211,2,100,0,90,89,4,1
846,threat,-213,212,100,0,100,100,2.3333333333333335,3.8333333333333335
846,prosocial,224,234,100,0,100,100,2.3333333333333335,3.8333333333333335
847,threat,-137,132,95,0,92,95.2,4.166666666666667,1.1666666666666667
847,prosocial,60,42,100,0,92,95.2,4.166666666666667,1.1666666666666667
848,threat,-130,-35,100,0,100,100,1.8333333333333333,2.6666666666666665
848,prosocial,41,-154,100,0,100,100,1.8333333333333333,2.6666666666666665
849,threat,-242,243,100,100,76,95.2,3,1.5
849,prosocial,240,239,100,100,76,95.2,3,1.5
850,threat,-233,215,90,0,100,100,2.6666666666666665,1.3333333333333333
850,prosocial,220,-108,100,100,100,100,2.6666666666666665,1.3333333333333333
851,threat,-219,212,100,0,98,79.6,3.3333333333333335,1.3333333333333333
851,prosocial,235,166,100,0,98,79.6,3.3333333333333335,1.3333333333333333
852,threat,-230,-134,65,0,86,90.4,3.6666666666666665,1.1666666666666667
852,prosocial,122,-84,66,3,86,90.4,3.6666666666666665,1.1666666666666667
853,threat,-220,222,81,95,91,95.2,3.1666666666666665,2.5
853,prosocial,234,234,95,93,91,95.2,3.1666666666666665,2.5
854,threat,-233,239,91,100,85,93.8,4.333333333333333,4.666666666666667
854,prosocial,2,227,91,0,85,93.8,4.333333333333333,4.666666666666667
855,threat,3,193,86,98,85,87.8,1.8333333333333333,4.666666666666667
855,prosocial,-138,0,83,37,85,87.8,1.8333333333333333,4.666666666666667
856,threat,-161,1,81,70,81,90,4.5,1.1666666666666667
856,prosocial,1,167,83,86,81,90,4.5,1.1666666666666667
857,threat,2,236,100,100,100,98.2,2.8333333333333335,1.5
857,prosocial,240,-3,100,100,100,98.2,2.8333333333333335,1.5
858,threat,-156,-177,99,1,86,88.8,3,2.8333333333333335
858,prosocial,-71,161,100,1,86,88.8,3,2.8333333333333335
859,threat,-189,-58,95,0,96,89.6,2.6666666666666665,1.1666666666666667
859,prosocial,108,15,95,0,96,89.6,2.6666666666666665,1.1666666666666667
860,threat,-229,165,100,100,94,78.8,3.5,2
860,prosocial,101,159,100,0,94,78.8,3.5,2
861,threat,2,228,100,0,95,98,3,2.8333333333333335
861,prosocial,176,1,100,0,95,98,3,2.8333333333333335
862,threat,-1,214,100,100,100,96,1.3333333333333333,5
862,prosocial,166,1,100,0,100,96,1.3333333333333333,5
863,threat,4,0,99,51,81,96.2,2.6666666666666665,3
863,prosocial,221,60,99,96,81,96.2,2.6666666666666665,3
864,threat,-162,95,91,0,89,89.6,4.5,2.3333333333333335
864,prosocial,193,85,91,1,89,89.6,4.5,2.3333333333333335
865,threat,-244,237,100,0,44,76,4.166666666666667,1.8333333333333333
865,prosocial,-1,235,100,0,44,76,4.166666666666667,1.8333333333333333
866,threat,-141,217,100,44,88,93.6,3.5,2.1666666666666665
866,prosocial,12,181,100,83,88,93.6,3.5,2.1666666666666665
867,threat,-238,-43,91,100,81,54.2,2.6666666666666665,1.1666666666666667
867,prosocial,238,240,100,100,81,54.2,2.6666666666666665,1.1666666666666667
868,threat,-47,-39,68,67,66,81.8,3.5,1.8333333333333333
868,prosocial,70,117,70,63,66,81.8,3.5,1.8333333333333333
869,threat,-190,171,91,90,91,98.2,3.5,1.3333333333333333
869,prosocial,184,181,93,51,91,98.2,3.5,1.3333333333333333
870,threat,-226,160,100,51,100,100,3.6666666666666665,1
870,prosocial,249,-3,100,50,100,100,3.6666666666666665,1
871,threat,1,206,90,75,90,80,2.1666666666666665,2.8333333333333335
871,prosocial,34,1,90,10,90,80,2.1666666666666665,2.8333333333333335
872,threat,61,4,100,0,100,100,3.8333333333333335,2.5
872,prosocial,227,2,100,90,100,100,3.8333333333333335,2.5
873,threat,-218,221,99,55,82,94,3.5,3.1666666666666665
873,prosocial,210,65,100,1,82,94,3.5,3.1666666666666665
874,threat,-161,214,100,100,90,92,3.3333333333333335,2
874,prosocial,243,241,100,100,90,92,3.3333333333333335,2
875,threat,-40,35,93,98,95,98.6,3.3333333333333335,1
875,prosocial,156,171,95,100,95,98.6,3.3333333333333335,1
876,threat,87,3,93,90,82,88.8,2,1.3333333333333333
876,prosocial,89,41,88,88,82,88.8,2,1.3333333333333333
877,threat,-231,233,100,0,100,98,3.8333333333333335,1
877,prosocial,211,99,100,0,100,98,3.8333333333333335,1
878,threat,-228,3,90,0,94,94.8,3.1666666666666665,3
878,prosocial,177,2,92,0,94,94.8,3.1666666666666665,3
879,threat,-233,178,80,57,69,82.6,4.333333333333333,1.6666666666666667
879,prosocial,-94,-26,31,29,69,82.6,4.333333333333333,1.6666666666666667
880,threat,204,-18,100,0,93,58.2,2.8333333333333335,1
880,prosocial,237,232,99,1,93,58.2,2.8333333333333335,1
881,threat,1,231,100,0,97,96.4,1.8333333333333333,2.6666666666666665
881,prosocial,89,232,100,1,97,96.4,1.8333333333333333,2.6666666666666665
882,threat,-231,51,91,1,94,96.4,3.3333333333333335,2.6666666666666665
882,prosocial,107,38,84,0,94,96.4,3.3333333333333335,2.6666666666666665
883,threat,-41,-59,100,0,95,97.8,2.3333333333333335,2
883,prosocial,137,72,100,0,95,97.8,2.3333333333333335,2
884,threat,1,231,100,100,91,87.2,3.6666666666666665,3.6666666666666665
884,prosocial,241,-5,100,100,91,87.2,3.6666666666666665,3.6666666666666665
885,threat,-214,198,100,0,100,96,3.5,3.5
885,prosocial,224,223,100,0,100,96,3.5,3.5
886,threat,-190,216,100,0,90,97.6,3.3333333333333335,2.8333333333333335
886,prosocial,41,192,100,0,90,97.6,3.3333333333333335,2.8333333333333335
887,threat,-2,0,93,5,94,96.2,1.8333333333333333,4.5
887,prosocial,1,3,91,5,94,96.2,1.8333333333333333,4.5
888,threat,-244,209,100,0,96,94.8,2,3.3333333333333335
888,prosocial,161,50,100,0,96,94.8,2,3.3333333333333335
889,threat,-226,228,100,15,100,100,4,2
889,prosocial,215,49,100,100,100,100,4,2
890,threat,-55,-1,30,61,40,52.8,4,1.3333333333333333
890,prosocial,72,7,57,52,40,52.8,4,1.3333333333333333
891,threat,-161,176,100,0,96,96.4,4.5,1.6666666666666667
891,prosocial,142,190,100,0,96,96.4,4.5,1.6666666666666667
892,threat,-102,-179,99,95,100,96.2,2.1666666666666665,1.5
892,prosocial,-12,-33,91,5,100,96.2,2.1666666666666665,1.5
893,threat,-174,-184,95,16,3,55,3.3333333333333335,2.8333333333333335
893,prosocial,222,233,100,100,3,55,3.3333333333333335,2.8333333333333335
894,threat,-177,-1,100,13,100,100,4.666666666666667,1.1666666666666667
894,prosocial,205,-4,100,7,100,100,4.666666666666667,1.1666666666666667
895,threat,-26,33,100,0,100,90.2,3.8333333333333335,2.1666666666666665
895,prosocial,44,25,100,0,100,90.2,3.8333333333333335,2.1666666666666665
896,threat,-242,241,100,0,100,100,4.833333333333333,1
896,prosocial,246,151,100,0,100,100,4.833333333333333,1
897,threat,-211,192,90,98,83,78.8,3.5,2.6666666666666665
897,prosocial,241,242,91,95,83,78.8,3.5,2.6666666666666665
898,threat,-204,216,96,13,100,95.4,1.6666666666666667,4.166666666666667
898,prosocial,141,178,97,3,100,95.4,1.6666666666666667,4.166666666666667
900,threat,-237,153,99,3,92,97.2,2.5,1.8333333333333333
900,prosocial,242,159,100,1,92,97.2,2.5,1.8333333333333333
902,threat,200,-2,99,0,97,98.8,3.1666666666666665,2.8333333333333335
902,prosocial,37,1,100,0,97,98.8,3.1666666666666665,2.8333333333333335
903,threat,-170,137,94,85,92,95.2,2.5,3.3333333333333335
903,prosocial,115,148,95,98,92,95.2,2.5,3.3333333333333335
904,threat,-185,150,91,91,88,95.4,3,1.8333333333333333
904,prosocial,161,141,82,87,88,95.4,3,1.8333333333333333
905,threat,-248,173,100,80,100,91.8,4,3.1666666666666665
905,prosocial,28,34,100,39,100,91.8,4,3.1666666666666665
906,threat,-196,206,95,93,92,94.4,3,2.6666666666666665
906,prosocial,172,127,99,99,92,94.4,3,2.6666666666666665
908,threat,1,0,100,0,81,96.2,3.1666666666666665,1.1666666666666667
908,prosocial,242,-3,81,0,81,96.2,3.1666666666666665,1.1666666666666667
909,threat,-234,235,91,70,74,86.6,4,1
909,prosocial,207,143,91,87,74,86.6,4,1
910,threat,-234,3,99,0,100,99.2,4,2.3333333333333335
910,prosocial,152,-2,99,0,100,99.2,4,2.3333333333333335
911,threat,-224,225,80,81,76,83.8,2.5,3.8333333333333335
911,prosocial,95,53,66,68,76,83.8,2.5,3.8333333333333335
912,threat,-249,74,70,20,30,55,2.1666666666666665,3.3333333333333335
912,prosocial,88,-2,70,51,30,55,2.1666666666666665,3.3333333333333335
913,threat,-224,76,91,9,88,87,2,2.3333333333333335
913,prosocial,54,20,90,6,88,87,2,2.3333333333333335
914,threat,-240,235,100,100,100,100,3.1666666666666665,1.3333333333333333
914,prosocial,236,230,100,100,100,100,3.1666666666666665,1.3333333333333333
915,threat,-229,-217,82,81,90,93.2,5,1.3333333333333333
915,prosocial,244,220,90,82,90,93.2,5,1.3333333333333333
916,threat,-221,169,100,10,100,99.2,4.5,2.3333333333333335
916,prosocial,219,1,100,50,100,99.2,4.5,2.3333333333333335
917,threat,-230,-227,96,100,94,93.6,4.333333333333333,3.8333333333333335
917,prosocial,176,0,93,100,94,93.6,4.333333333333333,3.8333333333333335
918,threat,-224,222,90,0,80,83.4,3.3333333333333335,2
918,prosocial,139,154,100,0,80,83.4,3.3333333333333335,2
919,threat,-170,139,85,70,81,84.8,3.8333333333333335,2.6666666666666665
919,prosocial,206,141,80,71,81,84.8,3.8333333333333335,2.6666666666666665
921,threat,-212,3,82,38,59,78.8,4.166666666666667,3.6666666666666665
921,prosocial,235,-5,84,5,59,78.8,4.166666666666667,3.6666666666666665
922,threat,-236,0,96,100,99,97.6,3.6666666666666665,2.1666666666666665
922,prosocial,210,1,80,80,99,97.6,3.6666666666666665,2.1666666666666665
923,threat,-220,202,80,0,80,92,3.3333333333333335,3
923,prosocial,63,124,80,0,80,92,3.3333333333333335,3
924,threat,-128,132,80,40,90,86,2.3333333333333335,3.3333333333333335
924,prosocial,191,109,90,100,90,86,2.3333333333333335,3.3333333333333335
925,threat,-223,27,100,0,96,96,3.1666666666666665,1.6666666666666667
925,prosocial,131,2,100,0,96,96,3.1666666666666665,1.6666666666666667
926,threat,2,1,100,0,100,100,4,3.8333333333333335
926,prosocial,134,1,100,0,100,100,4,3.8333333333333335
927,threat,-248,249,86,78,85,97,2.3333333333333335,3.5
927,prosocial,241,178,100,97,85,97,2.3333333333333335,3.5
928,threat,-205,137,100,0,10,78.6,4.666666666666667,1
928,prosocial,211,89,100,91,10,78.6,4.666666666666667,1
929,threat,-114,8,10,65,5,59,2.1666666666666665,4.166666666666667
929,prosocial,84,-1,24,23,5,59,2.1666666666666665,4.166666666666667
930,threat,-210,220,33,74,90,74.4,3,2
930,prosocial,164,177,71,62,90,74.4,3,2
931,threat,-219,219,58,76,79,67.4,2.6666666666666665,2
931,prosocial,217,217,64,75,79,67.4,2.6666666666666665,2
932,threat,-123,-211,93,1,35,56.4,3.1666666666666665,2.3333333333333335
932,prosocial,179,185,100,0,35,56.4,3.1666666666666665,2.3333333333333335
933,threat,-230,234,90,0,70,44,2.3333333333333335,2.3333333333333335
933,prosocial,234,-116,80,0,70,44,2.3333333333333335,2.3333333333333335
934,threat,-221,224,100,0,91,96.2,2.6666666666666665,3.5
934,prosocial,184,126,100,0,91,96.2,2.6666666666666665,3.5
935,threat,-197,241,100,0,100,98,2.5,3
935,prosocial,90,-153,100,0,100,98,2.5,3
936,threat,-51,92,100,100,89,97.8,2.8333333333333335,1.1666666666666667
936,prosocial,195,111,100,100,89,97.8,2.8333333333333335,1.1666666666666667
937,threat,2,-1,99,97,95,95,3.8333333333333335,2.6666666666666665
937,prosocial,5,0,100,1,95,95,3.8333333333333335,2.6666666666666665
938,threat,14,185,75,90,70,94,2.3333333333333335,2.6666666666666665
938,prosocial,226,229,84,93,70,94,2.3333333333333335,2.6666666666666665
939,threat,-236,237,99,0,90,91.6,4,2
939,prosocial,230,231,99,1,90,91.6,4,2
940,threat,-18,110,100,10,100,100,3.6666666666666665,1.5
